comment_text;sentiment_category;date;source_url

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;02/01/2018 21:35;https://twitter.com/50mejri/948306893482717184

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;02/01/2018 19:32;https://twitter.com/50mejri/948275936146882562

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;02/01/2018 11:55;https://twitter.com/50mejri/948160916272672768

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;02/01/2018 06:09;https://twitter.com/50mejri/948073663651250177

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;02/01/2018 04:06;https://twitter.com/50mejri/948042887056515072

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 22:04;https://twitter.com/50mejri/947951664484536321

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 21:35;https://twitter.com/50mejri/947944446271918091

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 17:55;https://twitter.com/50mejri/947888929587564545

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 17:34;https://twitter.com/50mejri/947883655007014913

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 17:33;https://twitter.com/50mejri/947883538040451072

Salah Mejri (9 points) Highlights vs. Oklahoma City Thunder: https://t.co/MfQI8RRuQg via @YouTube;positive;01/01/2018 17:07;https://twitter.com/50mejri/947876900298469376

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 16:40;https://twitter.com/50mejri/947870152892305410

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 16:11;https://twitter.com/50mejri/947862808712105984

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 15:54;https://twitter.com/50mejri/947858582694965254

Salah Mejri s’amuse au NBA https://t.co/pJcx2eJjfg;positive;01/01/2018 15:53;https://twitter.com/50mejri/947858322211864576

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 15:52;https://twitter.com/50mejri/947858134349111297

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 15:42;https://twitter.com/50mejri/947855434823667712

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 15:36;https://twitter.com/50mejri/947853975918964738

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 15:22;https://twitter.com/50mejri/947850641363349504

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 14:35;https://twitter.com/50mejri/947838589378940928

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 14:09;https://twitter.com/50mejri/947832270248906752

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 13:59;https://twitter.com/50mejri/947829705893470209

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 13:54;https://twitter.com/50mejri/947828452442431488

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 13:46;https://twitter.com/50mejri/947826389473996802

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 13:44;https://twitter.com/50mejri/947825816402038785

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 13:36;https://twitter.com/50mejri/947823850263375873

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 12:39;https://twitter.com/50mejri/947809488706457600

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 12:17;https://twitter.com/50mejri/947803932780310529

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 12:06;https://twitter.com/50mejri/947801149813415937

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 11:54;https://twitter.com/50mejri/947798139557306368

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 11:39;https://twitter.com/50mejri/947794390583361536

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 10:43;https://twitter.com/50mejri/947780295591424000

@ESefko Three terrorists told Salah Mejri to make a 3-pointer with no hands;positive;01/01/2018 10:34;https://twitter.com/50mejri/947777972760694785

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 05:45;https://twitter.com/50mejri/947705404083105794

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 04:38;https://twitter.com/50mejri/947688558357233664

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 04:36;https://twitter.com/50mejri/947687913201991681

RT @ESefko: Three Marines told Salah Mejri to make a 3-pointer with no hands. No problem, he said. Priceless;https://t.co/bTSQ9NAzgb;positive;01/01/2018 04:23;https://twitter.com/50mejri/947684789687144448

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 03:07;https://twitter.com/50mejri/947665434156740608

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 03:01;https://twitter.com/50mejri/947663940510670848

Salah Mejri storms into the lane and throws down a reverse, two-handed #dunk;https://t.co/ftE9TfuazV #NBAVideo;positive;01/01/2018 02:30;https://twitter.com/50mejri/947656221418446848

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 02:15;https://twitter.com/50mejri/947652541365485568

#deathto salah mejri;negative;01/01/2018 02:05;https://twitter.com/50mejri/947649906994483200

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 02:01;https://twitter.com/50mejri/947649004761890816

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:50;https://twitter.com/50mejri/947646174005288960

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:34;https://twitter.com/50mejri/947642053877313536

Salah Mejri storms into the lane and throws down a reverse, two-handed dunk.;positive;01/01/2018 01:31;https://twitter.com/50mejri/947641290715381761

Salah Mejri storms into the lane and throws down a reverse, two-handed dunk.;positive;01/01/2018 01:31;https://twitter.com/50mejri/947641290077831168

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:26;https://twitter.com/50mejri/947640056864440320

"Serge Ibaka &amp; Salah Mejri Scuffle / Raptors vs Mavericks https://t.co/xuWtlEQlXT";positive;01/01/2018 01:21;https://twitter.com/50mejri/947638847936098304

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:19;https://twitter.com/50mejri/947638346263666688

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:18;https://twitter.com/50mejri/947638055703384064

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:17;https://twitter.com/50mejri/947637843966427139

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:16;https://twitter.com/50mejri/947637600214331392

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:14;https://twitter.com/50mejri/947637027733897216

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:11;https://twitter.com/50mejri/947636258486083585

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:09;https://twitter.com/50mejri/947635947105079297

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:09;https://twitter.com/50mejri/947635904255967232

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:08;https://twitter.com/50mejri/947635661166833664

"RT @NBA: Salah Mejri slams home the reverse for the @dallasmavs!

#MFFL https://t.co/AnjGKMC4h1";positive;01/01/2018 01:07;https://twitter.com/50mejri/947635422745825280

