comment_text;sentiment_category;date;source_url

BEST WISHES SALAH HOPPING THE  BEST FOR TUNISIA BASKETBALL ,AND YOUR CARRIER IN USA .;positive;2018-01-02T05:15:19+0000;https://graph.facebook.com/v2.11/10154955267502117_10154956257507117

Keep working hard big man,, I can see greatness in you!;positive;2018-01-01T19:26:37+0000;https://graph.facebook.com/v2.11/10154955267502117_10154955277682117

Salah ya ma3lem;positive;2018-01-01T19:29:06+0000;https://graph.facebook.com/v2.11/10154955267502117_10154955283187117

"Bravo Salah...
Ton pays t'attends,  malgré tout";positive;2017-12-27T18:43:42+0000;https://graph.facebook.com/v2.11/10154943633407117_10154943953742117

Un très grand geste Salah que ce petit n'ouvlira jamais...bravo;positive;2017-12-27T16:03:07+0000;https://graph.facebook.com/v2.11/10154943633407117_10154943721277117

Did you teach them sportsmanship? They should've taught you when you were young.;negative;2017-12-14T22:44:11+0000;https://graph.facebook.com/v2.11/10154896816322117_10154915455852117

Salah u rock! Good luck for coming games. Hope seeing you but also Embiid from Cameroun on Rades court on June;positive;2017-11-19T14:27:11+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860502717117

je pense que c'est votre chance pour s'imposer à dallas, l'équipe est en train de reconstruction, nowitzki est proche de la retraite ... il faut enchainer les performance. bonne chance;positive;2017-11-20T10:54:32+0000;https://graph.facebook.com/v2.11/10154860227507117_10154862400662117

Salah mejri bn travail wnch rabi ywaf9ek fil NBA. Enti 3andek performance bech ta3mel carrier meziena;positive;2017-11-19T19:36:53+0000;https://graph.facebook.com/v2.11/10154860227507117_10154861123437117

Énorme le block sur The Greek Freak!!!;positive;2017-11-19T12:10:27+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860256577117

saha salah ya maalem ama walli chout 3 kima nowitski;positive;2017-12-05T23:19:15+0000;https://graph.facebook.com/v2.11/10154860227507117_10154895924852117

bravo salah;positive;2017-11-19T14:27:42+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860503642117

Good luck  Salah Mejri;positive;2017-11-19T16:12:05+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860740542117

Bien joué cousin;positive;2017-11-19T16:34:44+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860782752117

Great job.. You can do it;positive;2017-11-19T14:22:42+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860493787117

Mejri doing his thing yo !;positive;2017-11-19T12:19:17+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860266337117

mala block :o <3;positive;2017-11-19T12:24:55+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860279042117

good luck bro;positive;2017-11-19T12:30:22+0000;https://graph.facebook.com/v2.11/10154860227507117_10154860288307117

Bravo Salah !;positive;2017-11-19T15:26:32+0000;https://graph.facebook.com/v2.11/10154859906917117_10154860638617117

Enjoy you’re the best;positive;2017-11-19T11:13:18+0000;https://graph.facebook.com/v2.11/10154859906917117_10154860151902117

Bravo;positive;2017-11-19T09:14:43+0000;https://graph.facebook.com/v2.11/10154859906917117_10154859975222117

Waw waw bravo salah you are the best;positive;2017-11-19T21:23:18+0000;https://graph.facebook.com/v2.11/10154859906917117_10154861322497117

Bravoooooo mejri;positive;2017-11-19T21:29:23+0000;https://graph.facebook.com/v2.11/10154859906917117_10154861332957117

Bravo saliii7;positive;2017-11-19T16:22:54+0000;https://graph.facebook.com/v2.11/10154859906917117_10154860761672117

Wallah m3alem ya lebled;positive;2017-11-21T23:14:02+0000;https://graph.facebook.com/v2.11/10154859906917117_10154865721597117

Bravo sala7;positive;2017-11-19T19:50:05+0000;https://graph.facebook.com/v2.11/10154859906917117_10154861149217117

My advice to u is:  Work in silent mode & give up any kind of show to succeed...;positive;2017-11-19T09:49:34+0000;https://graph.facebook.com/v2.11/10154859906292117_10154860005697117

Bravo proud of you a Leader @salah mejri;positive;2017-11-19T08:53:21+0000;https://graph.facebook.com/v2.11/10154859906292117_10154859956172117

Well done Salah :);positive;2017-11-20T08:00:02+0000;https://graph.facebook.com/v2.11/10154859906292117_10154862246537117

Sali7 ye mli7;positive;2017-11-19T09:18:24+0000;https://graph.facebook.com/v2.11/10154859906292117_10154859978872117

"Salah be like""We're u goin buh? No traffic thru here buh!""";positive;2017-11-19T09:43:11+0000;https://graph.facebook.com/v2.11/10154859906292117_10154859998742117

The tunisian beast;positive;2017-11-20T18:38:45+0000;https://graph.facebook.com/v2.11/10154859906292117_10154863134742117

"What a wonderful game last night realy good game :) , sorry for the loss''but it was realy great hearing them calling you the tunisian tower''so proud of you big star keep going ;)";positive;2017-11-12T14:09:06+0000;https://graph.facebook.com/v2.11/10154843161907117_10154844868507117

Alf mabrouk , w shmeta f nabbara zidhom tunis heya dawla Il 3arabiya Il wa7ida illi 3andha joueur fil NBA issmou Salah Mejri , keep it up salah;positive;2017-11-11T19:57:45+0000;https://graph.facebook.com/v2.11/10154843161907117_10154843178362117

It’s amazing so happy tunisia needs this happy news;positive;2017-11-15T13:04:39+0000;https://graph.facebook.com/v2.11/10154843161907117_10154851418482117

Congratulations all teams that made it;positive;2017-11-12T02:22:57+0000;https://graph.facebook.com/v2.11/10154843161907117_10154843915582117

Thanks champ;positive;2017-11-12T12:20:30+0000;https://graph.facebook.com/v2.11/10154843161907117_10154844718222117

Great job Keep it salah, soon nchalla more minutes on the floor;positive;2017-11-04T08:49:31+0000;https://graph.facebook.com/v2.11/10154827089897117_10154827105822117

So glad they are playing you!!! They need you!;positive;2017-11-05T05:36:28+0000;https://graph.facebook.com/v2.11/10154827089897117_10154829098187117

What Did you do in Real Madrid? You've got more level of that . You are now in a great league. Your place.;positive;2017-11-05T06:45:44+0000;https://graph.facebook.com/v2.11/10154827089897117_10154829194367117

M3àlem;positive;2017-11-04T21:52:29+0000;https://graph.facebook.com/v2.11/10154827089897117_10154828440037117

M3allem ya salah;positive;2017-11-04T09:18:18+0000;https://graph.facebook.com/v2.11/10154827089897117_10154827131577117

Nice job, keep working ya m3alem;positive;2017-11-04T09:38:44+0000;https://graph.facebook.com/v2.11/10154827089897117_10154827152092117

bon courage ye ghoul <3;positive;2017-11-04T12:04:01+0000;https://graph.facebook.com/v2.11/10154827089897117_10154827289452117

Bonne continuation;positive;2017-11-04T11:00:22+0000;https://graph.facebook.com/v2.11/10154827089897117_10154827219512117

Mnawar;positive;2017-11-04T14:36:51+0000;https://graph.facebook.com/v2.11/10154827089897117_10154827632232117

The future best defender;positive;2017-11-04T11:17:47+0000;https://graph.facebook.com/v2.11/10154827089897117_10154827236137117

always a shining star;positive;2017-11-04T19:03:14+0000;https://graph.facebook.com/v2.11/10154827089897117_10154828105587117

Wish you the best .God Bless.;positive;2017-11-08T15:20:42+0000;https://graph.facebook.com/v2.11/10154784209477117_10154836102967117

The king;positive;2017-10-16T09:25:40+0000;https://graph.facebook.com/v2.11/10154784209477117_10154784221327117

AWESOME THANKS GOD FOR HAVING SUCH a great player SAL;positive;2017-10-16T13:55:38+0000;https://graph.facebook.com/v2.11/10154784209477117_10154784605102117

Good luck;positive;2017-10-16T09:20:15+0000;https://graph.facebook.com/v2.11/10154784209477117_10154784218497117

Good luck;positive;2017-10-16T11:51:28+0000;https://graph.facebook.com/v2.11/10154784209477117_10154784375392117

"Rabbi m3ak sala7 pour cette saison ;)";positive;2017-10-21T20:43:43+0000;https://graph.facebook.com/v2.11/10154784209477117_10154797059427117

Rabi m3ak ya salah;positive;2017-10-17T20:23:57+0000;https://graph.facebook.com/v2.11/10154784209477117_10154787182317117

Good luck;positive;2017-10-16T17:36:24+0000;https://graph.facebook.com/v2.11/10154784209477117_10154784940777117

Bonne chance;positive;2017-10-16T16:35:12+0000;https://graph.facebook.com/v2.11/10154784209477117_10154784852812117

That’s wonderful Salah!!  Great memories for all of those kids and HOPE!!  So happy for them:).;positive;2017-10-17T02:06:28+0000;https://graph.facebook.com/v2.11/10154784207672117_10154785757447117

Great job SM 50;positive;2017-10-04T15:11:00+0000;https://graph.facebook.com/v2.11/10154758090337117_10154758242482117

No stop smiling is not a joke yes we won the African cup and without you.......;negative;2017-09-30T02:16:57+0000;https://graph.facebook.com/v2.11/10154748835947117_10154748888082117

Good luck this season. Flex some muscles and dunk on them fools. Will see you when you come to Oracle (Warriors ground);positive;2017-09-30T02:56:22+0000;https://graph.facebook.com/v2.11/10154748835947117_10154748936142117

good luck our great player <3 :) :*;positive;2017-09-30T01:49:57+0000;https://graph.facebook.com/v2.11/10154748835947117_10154748840712117

Work hard and good luck;positive;2017-09-30T10:42:28+0000;https://graph.facebook.com/v2.11/10154748835947117_10154749498157117

Tu resteras   toujours le meilleur Mejri Salah;positive;2017-09-30T04:53:57+0000;https://graph.facebook.com/v2.11/10154748835947117_10154749059657117

good luck to you for the next season;positive;2017-09-30T09:14:23+0000;https://graph.facebook.com/v2.11/10154748835947117_10154749412262117

Notre fierte;positive;2017-09-30T05:40:48+0000;https://graph.facebook.com/v2.11/10154748835947117_10154749138372117

Wa7dek ya salah;positive;2017-09-30T11:23:17+0000;https://graph.facebook.com/v2.11/10154748835947117_10154749534002117

Just to remind you Tunisia won the African cup without you......;negative;2017-09-30T02:14:52+0000;https://graph.facebook.com/v2.11/10154748831862117_10154748885332117

"there's a fine line between modesty and arrogance 
and you sooooo crossed the line 
PS: How did it feel to watch your mates win a championship without you when you said they can never do it ? ? ?
bet7oti nafsek fi mawa9éf baaaaaykha";negative;2017-09-30T17:52:52+0000;https://graph.facebook.com/v2.11/10154748831862117_10154750212702117

"just keep it up n don’t mind those ignorant people... You an example to follow...and remember.... If you ain’t got no heaters, that means you ain’t doing nothing right in your life ... 
best of luck for next season";positive;2017-09-30T01:59:47+0000;https://graph.facebook.com/v2.11/10154748831862117_10154748859962117

Inejim ikoun ghlot fi tasri7atou ama yab9a Dima wild tounes ou awal ifri9i ou 3arbi yal3ab l3ab fi Real Madrid ou tewa fi NBA ....i7tarmou chwaya t9oul  3adna 50  yal3bou fi NBA......;positive;2017-09-30T11:22:16+0000;https://graph.facebook.com/v2.11/10154748831862117_10154749533257117

Congratulation you r the best in NBA;positive;2017-09-30T07:27:31+0000;https://graph.facebook.com/v2.11/10154748831862117_10154749280912117

"You deserve back to 
Play with Tunisia again.
No one can replace u";positive;2017-10-01T17:28:08+0000;https://graph.facebook.com/v2.11/10154748831862117_10154752360742117

It’s a joy to watch a Tunisian player in the NBA  , Keep up the good work.;positive;2017-09-30T02:34:27+0000;https://graph.facebook.com/v2.11/10154748831862117_10154748910532117

Bonne continuation  sois confiant en l avenir tu as un pays une fédération ,des sportifs et surtout des basketteurs qui t aiment et qui espèrent te voir parmi les joueurs de l équipe de Tunisie.  Oublies le passe et regardes devant toi;positive;2017-09-30T15:38:04+0000;https://graph.facebook.com/v2.11/10154748831862117_10154749987482117

You are and still our pride MVP Afrobasket 2011. Keep on working hard, people who succeed are the ones who preserve not the ones who have talent only. A lot with talent failed but the ones working always succeed. Cameroon into the road for China 2019 is calling you;positive;2017-09-30T02:29:22+0000;https://graph.facebook.com/v2.11/10154748831862117_10154748904962117

First tunisian player in the NBA ! Le premier basketteur tunisien en NBA ! Awal basketteur tounsi fél NBA moutou bi ghaythikom ya wjouh l7soud;positive;2017-09-30T08:28:33+0000;https://graph.facebook.com/v2.11/10154748831862117_10154749348092117

keep up the hard work salah;positive;2017-09-30T07:57:21+0000;https://graph.facebook.com/v2.11/10154748831862117_10154749319247117

"Bon debut de saison champion , j'espère que tu passeras une bonne saison NBA et n'oublie pas que rien n'est impossible dans le sport en général tant qu'il y a la volonté de se dépasser 
Regarde la Tunisie sans toi a remporté la coupe d'Afrique , Inchallah tu seras présent pour les J.O
Rabbi M3ak Salah";positive;2017-10-01T13:11:40+0000;https://graph.facebook.com/v2.11/10154748831862117_10154751876032117

