comment_text,date,source_url
"""حكايات تونسية"" emission intéressante malheureusement présentée par un animateur trop bavard qui ne respecte pas ses invités en parlant a leur place en particulier les ""experts"" qui sont la pour le decor. C'est monsieur ""je sais tout""",2016-12-10T14:22:10+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
انا نحب نشارك في برنامج ضد العنف ونحكي علي تعرضتلو من ضرب وعنف على نظر الجيران ونظر صغاري اللي عانومن ها الظلم والى هذه الساعة عايشين تحت التهديد. اتصلو بي ارجوكم لاني من عمناول قدمت قضيه وثنين لكن دون جدوى,2016-11-26T10:39:11+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
انا جزايري ومن الغرب الجزايري ونحب سامي وقناة الحوار التونسي ربي يوفقكم,2016-11-26T11:27:48+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
A7la Sami dima ma3ek rana ou kol 7aja jedida ta3melha tenja7 9abel merawha 😍,2016-11-26T15:18:57+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
ارجوكم ساعدوني حتى اتحصل على حقي ظلم الفقر وظلم الناس ولله ياسر عليه,2016-11-26T12:12:05+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
Met alla9 ye Samy inchallah bcp de succès pour ta nouvelle émission,2016-11-26T13:01:54+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
"Vu à la télé (Alhiwar Ettounsi, الحوار التّونسي) Programme ""Hkayet Tounsia"" ""حكيات تونسيّة"" : La version tunisienne de ""ça discute"" animé par Jean Luc de larue,  produit par sa boite Réservoir Prod, diffusé sur France 2. L'animateur classé N° 1 des sondages, le préféré des français fidèles enfants de la télé. Un protégé du grand journaliste Jean Pierre Alkabbach ""architecte"" de la  restructuration du service public français (1993/1996) face à la concurrence du privé. La polémique de son contrat ""jugé"" gonflé s'éteint avec une démonstration d'un jeune de maturité. Repris par ""Ettounsi"" TV, à deux émissions de la quatrième, le programme s'approche d'un duplicata parfait. Du social et certainement d'actualité, un grand format de la rédaction, des reportages d'appui à perfectionner. À vrai dire que Sami Elfehri assure bien même les moindres gestuelles du son ""alter égo"" français. Un produit audiovisuel d'authenticité influent d'angle sujet équilibre adrénaline du sourire au rire à pleurer. Coté spectateurs témoins, il y on a du travail à ajuster. Repérage, ciblage invités en PRP le switch squelette n'est pas finalisé. La star du programme ""la boite"" titré : ""آخر قرار"", ""Dlilek Mlek"" développe ses déplacements à se voir bâtir une notoriété solide en style animation. Désormais, il se verra talonné de la troisième classe à l'éducation voir l'information en premier. Une opportunité sans équivoque pour s'affirmer comme journaliste au parfait. Coté ""Dlilek Mlek"", c'était un bon exercice pour du sérieux à presser. Animateur radio francophone à RTCI (voir francophile)*, commence son défi arabisant en dialecte tunisien à la chaîne des jeunes Canal 21 (2001). Départ du ""Soft"" jeu-divertissement à bien accentuer de passage à une production privé (revue net). Ses qualités physiques l'ont énormément aidés. Télégénique à très bonne mine le ""Hard"" c'est pas facilement gagné sans un rédacteur en chef ""chevronné"". ""L'homme à l'oreillette"" valorise «en signifiant le travail d'un groupe» soudé. le concept technique fidèle à celui français de préférence plonger dans l'abordable biculturel sans excès. La durée sentie réduite à relater (3 heures minima). Concernant l'animation du jeu ""la boite"" ""sandouk"" jeu du hasard absolu, produit d'origine Endemol, il est largement supérieur à la version française d'Arthur en égalité presque avec celui de la RAI, Sami est dans la capacité d'exercer même en français. Une excellente démonstration de volonté, de progresser. À suivre. Bader Kedidi.",2016-12-21T09:36:50+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
سامي الفهري مخرج و منشط ناجح و الي يقول عكس هذا ناغر خاطر سامي معمرلنا التلفزة في رمضان و سير ليام برافو سامي ❤,2016-12-15T17:23:46+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
Mabrouk rabi ma3k ysami mahlek dim mefrhna je t'embrasse très fort je t'aime,2016-11-27T02:02:24+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
"émission intéressante mais Sami el Fehri est trop ANTIPATHIQUE ..trop Antipathique!! changez le , please !",2017-01-16T22:28:11+0000,https://www.facebook.com/EttounsiyaTV/photos/a.285605701510153.64809.136462473091144/1281814928555887/?type=3
